🆗央视咪咕频道,#genre#

CCTV-01咪咕,http://j.s.bkpcp.top/jj/cctv1 
CCTV-02咪咕,http://j.s.bkpcp.top/jj/cctv2 
CCTV-03咪咕,http://j.s.bkpcp.top/jj/cctv3 
CCTV-04咪咕,http://j.s.bkpcp.top/jj/cctv4 
CCTV-05咪咕,http://j.s.bkpcp.top/jj/cctv5 
CCTV-5+咪咕,http://j.s.bkpcp.top/jj/cctv5p 
CCTV-06咪咕,http://j.s.bkpcp.top/jj/cctv6 
CCTV-07咪咕,http://j.s.bkpcp.top/jj/cctv7 
CCTV-08咪咕,http://j.s.bkpcp.top/jj/cctv8 
CCTV-09咪咕,http://j.s.bkpcp.top/jj/cctv9 
CCTV-10咪咕,http://j.s.bkpcp.top/jj/cctv10 
CCTV-11咪咕,http://j.s.bkpcp.top/jj/cctv11 
CCTV-12咪咕,http://j.s.bkpcp.top/jj/cctv12 
CCTV-13咪咕,http://j.s.bkpcp.top/jj/cctv13 
CCTV-14咪咕,http://j.s.bkpcp.top/jj/cctv14 
CCTV-15咪咕,http://j.s.bkpcp.top/jj/cctv15 
CCTV-16咪咕,http://j.s.bkpcp.top/jj/cctv16 
CCTV-17咪咕,http://j.s.bkpcp.top/jj/cctv17
东方财经,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000007000010003/index.m3u8?channel-id=bestzb&Contentid=5000000007000010003&livemode=1&stbId=3$8M%20FHD
纯享4K,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000004000011651/index.m3u8?channel-id=ystenlive&Contentid=1000000004000011651&livemode=1&stbId=3$17M%20UHD
黑莓电影,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000004000019624/index.m3u8?channel-id=ystenlive&Contentid=1000000004000019624&livemode=1&stbId=3$4M%20FHD
黑莓电影,http://[2409:8087:5e08:25::4]:6610/000000001000/8785669936177902664/index.m3u8?channel-id=ystenlive&Contentid=8785669936177902664&livemode=1&stbId=3$4M%20FHD
黑莓动画,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000004000021734/index.m3u8?channel-id=ystenlive&Contentid=1000000004000021734&livemode=1&stbId=3$4M%20FHD
黑莓动画,http://[2409:8087:5e08:25::4]:6610/000000001000/6497762188035533951/index.m3u8?channel-id=ystenlive&Contentid=6497762188035533951&livemode=1&stbId=3
哒啵赛事,http://[2409:8087:5e08:25::4]:6610/000000001000/5320946857686967621/index.m3u8?channel-id=ystenlive&Contentid=5320946857686967621&livemode=1&stbId=3
哒啵电竞,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000006000032327/index.m3u8?channel-id=ystenlive&Contentid=1000000006000032327&livemode=1&stbId=3
超级电视剧,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000001000008139/index.m3u8?channel-id=ystenlive&Contentid=1000000001000008139&livemode=1&stbId=3$2.5M%20FHD
超级电视剧,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000004000024993/index.m3u8?channel-id=ystenlive&Contentid=1000000004000024993&livemode=1&stbId=3$4M%20FHD
超级电视剧,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000006000268003/index.m3u8?channel-id=ystenlive&Contentid=1000000006000268003&livemode=1&stbId=3
超级电影,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000001000012884/index.m3u8?channel-id=ystenlive&Contentid=1000000001000012884&livemode=1&stbId=3$2.5M%20FHD
超级电影,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000003000012426/index.m3u8?channel-id=ystenlive&Contentid=1000000003000012426&livemode=1&stbId=3$8M%20FHD
超级电影,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000004000002120/index.m3u8?channel-id=ystenlive&Contentid=1000000004000002120&livemode=1&stbId=3$4M%20FHD
动作电影,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000004000018653/index.m3u8?channel-id=ystenlive&Contentid=1000000004000018653&livemode=1&stbId=3$4M%20FHD
动作电影,http://[2409:8087:5e08:25::4]:6610/000000001000/8103864434730665389/index.m3u8?channel-id=ystenlive&Contentid=8103864434730665389&livemode=1&stbId=3$4M%20FHD
家庭剧场,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000004000008284/index.m3u8?channel-id=ystenlive&Contentid=1000000004000008284&livemode=1&stbId=3$4M%20FHD
家庭剧场,http://[2409:8087:5e08:25::4]:6610/000000001000/6316377948248689070/index.m3u8?channel-id=ystenlive&Contentid=6316377948248689070&livemode=1&stbId=3
惊悚悬疑,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000004000024282/index.m3u8?channel-id=ystenlive&Contentid=1000000004000024282&livemode=1&stbId=3$4M%20FHD
惊悚悬疑,http://[2409:8087:5e08:25::4]:6610/000000001000/7151256057701199617/index.m3u8?channel-id=ystenlive&Contentid=7151256057701199617&livemode=1&stbId=3
精品大剧,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000004000013968/index.m3u8?channel-id=ystenlive&Contentid=1000000004000013968&livemode=1&stbId=3$4M%20FHD
精品大剧,http://[2409:8087:5e08:25::4]:6610/000000001000/7882297361445410858/index.m3u8?channel-id=ystenlive&Contentid=7882297361445410858&livemode=1&stbId=3
明星大片,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000004000019008/index.m3u8?channel-id=ystenlive&Contentid=1000000004000019008&livemode=1&stbId=3$4M%20FHD
军旅剧场,http://[2409:8087:5e08:25::4]:6610/000000001000/7485075951068666323/index.m3u8?channel-id=ystenlive&Contentid=7485075951068666323&livemode=1&stbId=3
古装剧场,http://[2409:8087:5e08:25::4]:6610/000000001000/6859053933687922163/index.m3u8?channel-id=ystenlive&Contentid=6859053933687922163&livemode=1&stbId=3
爱情喜剧,http://[2409:8087:5e08:25::4]:6610/000000001000/8393829412396288037/index.m3u8?channel-id=ystenlive&Contentid=8393829412396288037&livemode=1&stbId=3
精品纪录,http://[2409:8087:5e08:25::4]:6610/000000001000/6298506997017621594/index.m3u8?channel-id=ystenlive&Contentid=6298506997017621594&livemode=1&stbId=3
超级体育,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000001000009204/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009204&livemode=1&stbId=3$2.5M%20FHD
超级体育,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000001000009601/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009601&livemode=1&stbId=3$8M%20FHD
超级体育,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000004000007755/index.m3u8?channel-id=ystenlive&Contentid=1000000004000007755&livemode=1&stbId=3$4M%20FHD
精品体育,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000004000014634/index.m3u8?channel-id=ystenlive&Contentid=1000000004000014634&livemode=1&stbId=3$4M%20FHD
精品体育,http://[2409:8087:5e08:25::4]:6610/000000001000/6460382139625130259/index.m3u8?channel-id=ystenlive&Contentid=6460382139625130259&livemode=1&stbId=3
中国功夫,http://[2409:8087:5e08:25::4]:6610/000000001000/5897056882324761054/index.m3u8?channel-id=ystenlive&Contentid=5897056882324761054&livemode=1&stbId=3
超级综艺,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000001000025771/index.m3u8?channel-id=ystenlive&Contentid=1000000001000025771&livemode=1&stbId=3$2.5M%20FHD
超级综艺,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000004000023658/index.m3u8?channel-id=ystenlive&Contentid=1000000004000023658&livemode=1&stbId=3$4M%20FHD
超级综艺,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000006000268002/index.m3u8?channel-id=ystenlive&Contentid=1000000006000268002&livemode=1&stbId=3
金牌综艺,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000004000026167/index.m3u8?channel-id=ystenlive&Contentid=1000000004000026167&livemode=1&stbId=3$4M%20FHD
金牌综艺,http://[2409:8087:5e08:25::4]:6610/000000001000/6399725674632152632/index.m3u8?channel-id=ystenlive&Contentid=6399725674632152632&livemode=1&stbId=3
炫舞未来,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000001000000515/index.m3u8?channel-id=ystenlive&Contentid=1000000001000000515&livemode=1&stbId=3$4M%20FHD
农业致富,http://[2409:8087:5e08:25::4]:6610/000000001000/6193684637634073625/index.m3u8?channel-id=ystenlive&Contentid=6193684637634073625&livemode=1&stbId=3
军事评论,http://[2409:8087:5e08:25::4]:6610/000000001000/5822616274253344775/index.m3u8?channel-id=ystenlive&Contentid=5822616274253344775&livemode=1&stbId=3
精品萌宠,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000006000032328/index.m3u8?channel-id=ystenlive&Contentid=1000000006000032328&livemode=1&stbId=3
潮妈辣婆,http://[2409:8087:5e08:25::4]:6610/000000001000/6516734029835465177/index.m3u8?channel-id=ystenlive&Contentid=6516734029835465177&livemode=1&stbId=3
怡伴健康,http://[2409:8087:5e08:25::4]:6610/000000001000/7820874641606664941/index.m3u8?channel-id=ystenlive&Contentid=7820874641606664941&livemode=1&stbId=3
武搏世界,http://[2409:8087:5e08:25::4]:6610/000000001000/bokesen/index.m3u8?channel-id=ystenlive&Contentid=bokesen&livemode=1&stbId=3
北京纪实科教,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000001000001910/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001910&livemode=1&stbId=3$7.7M%20FHD
北京纪实科教,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000001000028380/index.m3u8?channel-id=ystenlive&Contentid=1000000001000028380&livemode=1&stbId=3$4M%20FHD
北京纪实科教,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000005000265020/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265020&livemode=1&stbId=3
北京纪实科教,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000011000031204/index.m3u8?channel-id=bestzb&Contentid=5000000011000031204&livemode=1&stbId=3$FHD
纪实人文,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000001000010606/index.m3u8?channel-id=ystenlive&Contentid=1000000001000010606&livemode=1&stbId=3$4M%20FHD
纪实人文,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000001000016545/index.m3u8?channel-id=ystenlive&Contentid=1000000001000016545&livemode=1&stbId=3$7.7M%20FHD
纪实人文,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000005000265021/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265021&livemode=1&stbId=3
纪实人文,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000004000010282/index.m3u8?channel-id=bestzb&Contentid=5000000004000010282&livemode=1&stbId=3$7M%20FHD
金鹰纪实,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000002000011724/index.m3u8?channel-id=ystenlive&Contentid=1000000002000011724&livemode=1&stbId=3$4M%20SD
金鹰纪实,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000011000031203/index.m3u8?channel-id=bestzb&Contentid=5000000011000031203&livemode=1&stbId=3$FHD
东方影视,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000010000032212/index.m3u8?channel-id=bestzb&Contentid=5000000010000032212&livemode=1&stbId=3$3.5M%20FHD
广东珠江,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000004000011655/index.m3u8?channel-id=ystenlive&Contentid=1000000004000011655&livemode=1&stbId=3$2.5M%20HD
广东珠江,http://[2409:8087:5e08:25::4]:6610/000000001000/2000000003000000033/index.m3u8?channel-id=hnbblive&Contentid=2000000003000000033&livemode=1&stbId=3$2.5M%20HD
西藏藏语,http://[2409:8087:5e08:25::4]:6610/000000001000/7134589828528695864/index.m3u8?channel-id=ystenlive&Contentid=7134589828528695864&livemode=1&stbId=3
第一财经,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000010000027146/index.m3u8?channel-id=bestzb&Contentid=5000000010000027146&livemode=1&stbId=3$4M%20FHD
百视通,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000001000001116/index.m3u8?channel-id=bestzb&Contentid=5000000001000001116&livemode=1&stbId=3$4M%20FHD
百视通,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000001000002898/index.m3u8?channel-id=bestzb&Contentid=5000000001000002898&livemode=1&stbId=3$4M%20FHD
百视通,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000001000004876/index.m3u8?channel-id=bestzb&Contentid=5000000001000004876&livemode=1&stbId=3$4M%20FHD
百视通,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000001000006777/index.m3u8?channel-id=bestzb&Contentid=5000000001000006777&livemode=1&stbId=3$4M%20FHD
百视通,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000001000017342/index.m3u8?channel-id=bestzb&Contentid=5000000001000017342&livemode=1&stbId=3$3.5M%20FHD
百视通,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000001000018009/index.m3u8?channel-id=bestzb&Contentid=5000000001000018009&livemode=1&stbId=3$4M%20FHD
百视通,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000001000019233/index.m3u8?channel-id=bestzb&Contentid=5000000001000019233&livemode=1&stbId=3$3.5M%20FHD
百视通,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000001000022620/index.m3u8?channel-id=bestzb&Contentid=5000000001000022620&livemode=1&stbId=3$4M%20FHD
百视通,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000001000023256/index.m3u8?channel-id=bestzb&Contentid=5000000001000023256&livemode=1&stbId=3$4M%20FHD
百视通,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000001000026930/index.m3u8?channel-id=bestzb&Contentid=5000000001000026930&livemode=1&stbId=3$4M%20FHD
东方购物,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000011000031124/index.m3u8?channel-id=bestzb&Contentid=5000000011000031124&livemode=1&stbId=3$FHD
东方购物,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000011000031125/index.m3u8?channel-id=bestzb&Contentid=5000000011000031125&livemode=1&stbId=3$FHD
风尚购物,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000005000003651/index.m3u8?channel-id=ystenlive&Contentid=1000000005000003651&livemode=1&stbId=3$4M%20FHD
好享购物,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000003000008938/index.m3u8?channel-id=bestzb&Contentid=5000000003000008938&livemode=1&stbId=3$2.5M%20SD
湖南爱晚,http://[2409:8087:5e08:25::4]:6610/000000001000/6307875884530512195/index.m3u8?channel-id=hnbblive&Contentid=6307875884530512195&livemode=1&stbId=3$2M%20SD
湖南电视剧,http://[2409:8087:5e08:25::4]:6610/000000001000/8765482907954673867/index.m3u8?channel-id=hnbblive&Contentid=8765482907954673867&livemode=1&stbId=3$2M%20SD
湖南电影,http://[2409:8087:5e08:25::4]:6610/000000001000/7884242846753128038/index.m3u8?channel-id=hnbblive&Contentid=7884242846753128038&livemode=1&stbId=3$2M%20SD
湖南都市,http://[2409:8087:5e08:25::4]:6610/000000001000/4682579636905393407/index.m3u8?channel-id=hnbblive&Contentid=4682579636905393407&livemode=1&stbId=3$2M%20SD
湖南国际,http://[2409:8087:5e08:25::4]:6610/000000001000/5015828848322021526/index.m3u8?channel-id=hnbblive&Contentid=5015828848322021526&livemode=1&stbId=3$2M%20SD
湖南经视,http://[2409:8087:5e08:25::4]:6610/000000001000/6306119848317438256/index.m3u8?channel-id=hnbblive&Contentid=6306119848317438256&livemode=1&stbId=3$2M%20SD
湖南娱乐,http://[2409:8087:5e08:25::4]:6610/000000001000/6427893650335440392/index.m3u8?channel-id=hnbblive&Contentid=6427893650335440392&livemode=1&stbId=3$2M%20SD
家家购物,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000009000012022/index.m3u8?channel-id=bestzb&Contentid=5000000009000012022&livemode=1&stbId=3$2.5M%20SD
家有购物,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000006000269003/index.m3u8?channel-id=ystenlive&Contentid=1000000006000269003&livemode=1&stbId=3
精品综合,http://[2409:8087:5e08:25::4]:6610/000000001000/5595720619887440144/index.m3u8?channel-id=ystenlive&Contentid=5595720619887440144&livemode=1&stbId=3
咪咕精彩足球,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000006000270002/index.m3u8?channel-id=ystenlive&Contentid=1000000006000270002&livemode=1&stbId=3
咪咕全民热练,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000006000270007/index.m3u8?channel-id=ystenlive&Contentid=1000000006000270007&livemode=1&stbId=3
咪咕视频,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000006000270005/index.m3u8?channel-id=ystenlive&Contentid=1000000006000270005&livemode=1&stbId=3
咪咕体育4K,http://[2409:8087:5e08:25::4]:6610/000000001000/3000000010000005180/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000005180&livemode=1&stbId=3$30M%20UHD
咪咕综合体育,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000006000270001/index.m3u8?channel-id=ystenlive&Contentid=1000000006000270001&livemode=1&stbId=3
热播精选,http://[2409:8087:5e08:25::4]:6610/000000001000/7681593242002292003/index.m3u8?channel-id=ystenlive&Contentid=7681593242002292003&livemode=1&stbId=3
上海ICS,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000010000030951/index.m3u8?channel-id=bestzb&Contentid=5000000010000030951&livemode=1&stbId=3$4M%20FHD
上海都市,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000010000018926/index.m3u8?channel-id=bestzb&Contentid=5000000010000018926&livemode=1&stbId=3$4M%20FHD
上海新闻综合,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000011000031110/index.m3u8?channel-id=bestzb&Contentid=5000000011000031110&livemode=1&stbId=3$FHD
央广购物,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000006000269001/index.m3u8?channel-id=ystenlive&Contentid=1000000006000269001&livemode=1&stbId=3
央广购物,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000009000012021/index.m3u8?channel-id=bestzb&Contentid=5000000009000012021&livemode=1&stbId=3$2.5M%20SD
移动云VR,http://[2409:8087:5e08:25::4]:6610/000000001000/3000000010000015686/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000015686&livemode=1&stbId=3$30M%20UHD
英雄联盟音乐节,http://[2409:8087:5e08:25::4]:6610/000000001000/8978605063318475207/index.m3u8?channel-id=ystenlive&Contentid=8978605063318475207&livemode=1&stbId=3
优购物,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000005000004811/index.m3u8?channel-id=ystenlive&Contentid=1000000005000004811&livemode=1&stbId=3$4M%20FHD
优购物,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000005000018408/index.m3u8?channel-id=ystenlive&Contentid=1000000005000018408&livemode=1&stbId=3$4M%20FHD
优购物,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000006000269002/index.m3u8?channel-id=ystenlive&Contentid=1000000006000269002&livemode=1&stbId=3
优购物,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000006000269005/index.m3u8?channel-id=ystenlive&Contentid=1000000006000269005&livemode=1&stbId=3
优购物,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000009000012023/index.m3u8?channel-id=bestzb&Contentid=5000000009000012023&livemode=1&stbId=3$2.5M%20SD
中视购物,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000006000269004/index.m3u8?channel-id=ystenlive&Contentid=1000000006000269004&livemode=1&stbId=3


河南电信,#genre#
河南卫视,http://1.194.52.235:8888/rtp/239.16.20.21:10210
河南都市频道,http://1.194.52.235:8888/rtp/239.16.20.164:11640
河南民生频道,http://1.194.52.235:8888/rtp/239.16.20.165:11650
河南法治频道,http://1.194.52.235:8888/rtp/239.16.20.166:11660
河南电视剧频道,http://1.194.52.235:8888/rtp/239.16.20.167:11670
河南新闻频道,http://1.194.52.235:8888/rtp/239.16.20.168:11680
大美河南,http://1.194.52.235:8888/rtp/239.16.20.17:10170
CCTV-1,http://1.194.52.235:8888/rtp/239.16.20.1:10010
CCTV-2,http://1.194.52.235:8888/rtp/239.16.20.2:10020
CCTV-3,http://1.194.52.235:8888/rtp/239.16.20.3:10030
CCTV-4,http://1.194.52.235:8888/rtp/239.16.20.4:10040
CCTV-5,http://1.194.52.235:8888/rtp/239.16.20.53:10530
CCTV-5+,http://1.194.52.235:8888/rtp/239.16.20.5:10050
CCTV-6,http://1.194.52.235:8888/rtp/239.16.20.6:10060
CCTV-7,http://1.194.52.235:8888/rtp/239.16.20.51:10510
CCTV-8,http://1.194.52.235:8888/rtp/239.16.20.8:10080
CCTV-9,http://1.194.52.235:8888/rtp/239.16.20.9:10090
CCTV-10,http://1.194.52.235:8888/rtp/239.16.20.10:10100
CCTV-11,http://1.194.52.235:8888/rtp/239.16.20.11:10110
CCTV-12,http://1.194.52.235:8888/rtp/239.16.20.12:10120
CCTV-13,http://1.194.52.235:8888/rtp/239.16.20.13:10130
CCTV-14 720,http://1.194.52.235:8888/rtp/239.16.20.14:10140
CCTV-15,http://1.194.52.235:8888/rtp/239.16.20.15:10150
CCTV-16,http://1.194.52.235:8888/rtp/239.16.20.34:10340
CCTV-17,http://1.194.52.235:8888/rtp/239.16.20.7:10070

河南联通,#genre#
CCTV-1,http://115.58.141.219:4000/rtp/225.1.4.1:1030
CCTV-2,http://115.58.141.219:4000/rtp/225.1.4.2:1031
CCTV-4,http://115.58.141.219:4000/rtp/225.1.4.4:1033
CCTV-7,http://115.58.141.219:4000/rtp/225.1.4.7:1036
CCTV-9,http://115.58.141.219:4000/rtp/225.1.4.9:1038
CCTV-10,http://115.58.141.219:4000/rtp/225.1.4.10:1039
CCTV-11,http://115.58.141.219:4000/rtp/225.1.4.11:1040
CCTV-12,http://115.58.141.219:4000/rtp/225.1.4.12:1041
CCTV-13,http://115.58.141.219:4000/rtp/225.1.4.13:1042
CCTV-14,http://115.58.141.219:4000/rtp/225.1.4.14:1043
CCTV-15,http://115.58.141.219:4000/rtp/225.1.4.15:1044
CCTV-17,http://115.58.141.219:4000/rtp/225.1.4.227:2507
CCTV4欧洲,http://115.58.141.219:4000/rtp/225.1.5.31:1342
CCTV4美洲,http://115.58.141.219:4000/rtp/225.1.5.32:1343
CGTN英语,http://115.58.141.219:4000/rtp/225.1.5.34:1344
CGTN英文纪录,http://115.58.141.219:4000/rtp/225.1.5.35:1345
CGTN西班牙语,http://115.58.141.219:4000/rtp/225.1.5.36:1346
CGTN法语,http://115.58.141.219:4000/rtp/225.1.5.37:1347
CGTN阿拉伯语,http://115.58.141.219:4000/rtp/225.1.5.38:1348
CGTN俄语,http://115.58.141.219:4000/rtp/225.1.5.39:1349
CCTV-1高清,http://115.58.141.219:4000/rtp/225.1.4.73:1102
CCTV-2高清,http://115.58.141.219:4000/rtp/225.1.4.74:1103
CCTV-3高清,http://115.58.141.219:4000/rtp/225.1.4.158:1194
CCTV-4高清,http://115.58.141.219:4000/rtp/225.1.5.30:1333
CCTV-5高清,http://115.58.141.219:4000/rtp/225.1.4.159:1195
CCTV-6高清,http://115.58.141.219:4000/rtp/225.1.4.160:1196
CCTV-7高清,http://115.58.141.219:4000/rtp/225.1.4.76:1105
CCTV-8高清,http://115.58.141.219:4000/rtp/225.1.4.161:1197
CCTV-9高清,http://115.58.141.219:4000/rtp/225.1.4.77:1106
CCTV-10高清,http://115.58.141.219:4000/rtp/225.1.4.78:1107
CCTV-11高清,http://115.58.141.219:4000/rtp/225.1.4.215:1268
CCTV-12高清,http://115.58.141.219:4000/rtp/225.1.4.79:1108
CCTV-13高清,http://115.58.141.219:4000/rtp/225.1.4.113:1293
CCTV-14高清,http://115.58.141.219:4000/rtp/225.1.4.80:1109
CCTV-15高清,http://115.58.141.219:4000/rtp/225.1.4.216:1269
CCTV-16高清,http://115.58.141.219:4000/rtp/225.1.5.46:1356
CCTV-17高清,http://115.58.141.219:4000/rtp/225.1.4.226:2506
CCTV-5＋高清,http://115.58.141.219:4000/rtp/225.1.4.75:1104
